-7	8	137		65	212	-47		1884
-3	8	140		-1	196	67		1898
-4	6	141		-54	179	126		1912
-6	2	143		-77	133	184		1926
-3	-3	140		54	-49	257		1941
9	-1	141		230	-157	236		1954
13	3	142		338	-306	174		1968
19	13	132		213	-348	152		1983
16	17	125		100	-147	194		1997
13	22	128		46	84	259		2011
4	16	132		-394	644	487		2038
2	-2	131		-432	706	501		2052
3	-8	130		-361	705	401		2067
11	-3	133		-39	581	317		2081
16	-2	134		115	468	234		2095
19	5	138		212	233	99		2110
18	6	133		141	133	56		2123
15	5	126		19	-53	-18		2137
9	1	117		-46	-160	-59		2152
9	1	113		21	-264	-102		2166
12	7	108		174	-408	-158		2180
16	11	105		257	-453	-176		2193
21	15	108		356	-437	-174		2208
20	15	108		340	-353	-160		2222
19	10	115		305	-237	-118		2237
17	13	121		184	-15	-112		2251
12	10	124		111	61	-72		2265
10	7	128		199	36	-44		2292
8	5	130		285	-48	-53		2306
12	8	133		324	-227	-35		2320
19	8	132		268	-292	-9		2335
22	6	129		149	-361	30		2349
26	6	128		138	-361	38		2362
27	9	125		165	-328	48		2377
24	8	124		166	-213	73		2391
19	1	120		110	-160	79		2405
18	-2	117		122	-93	51		2420
16	-3	116		146	-72	19		2433
16	0	118		139	-35	-53		2447
18	4	121		42	-7	-60		2462
17	4	123		-40	13	-54		2476
13	0	126		-119	-2	-47		2490
12	-2	128		-24	-35	-44		2504
10	-4	127		248	-122	-31		2518
9	-5	128		315	-160	-27		2546
17	-2	124		238	-203	-22		2560
19	-1	124		229	-182	-18		2574
19	-1	126		239	-78	-5		2588
16	-2	129		222	-12	3		2602
16	-2	131		206	55	7		2616
13	-3	136		160	139	26		2631
11	-2	135		141	132	27		2644
10	0	131		161	76	32		2658
10	1	130		198	41	39		2673
10	3	129		211	15	62		2687
10	1	130		135	-29	118		2700
10	-7	135		67	-63	126		2715
10	-9	134		-12	-160	87		2729
11	-11	134		17	-212	59		2743
11	-9	132		57	-247	16		2758
12	-7	130		81	-244	6		2772
12	-5	129		55	-219	3		2785
13	-5	129		11	-147	16		2813
11	-6	130		-21	-85	28		2827
11	-8	127		-84	-46	36		2841
13	-8	124		-109	-25	40		2855
13	-9	121		-54	69	48		2869
12	-7	117		35	133	54		2884
10	-5	119		109	201	89		2898
6	-3	123		100	305	88		2911
5	-1	126		25	326	90		2926
1	-6	132		-155	302	107		2940
0	-8	135		-248	268	105		2954
3	-12	137		-309	175	99		2969
3	-13	137		-165	121	100		2982
3	-13	137		1	65	102		2996
3	-10	141		228	-29	105		3011
5	-8	142		239	-72	104		3025
7	-9	146		215	-133	108		3039
7	-9	146		185	-154	110		3054
8	-11	143		63	-176	98		3083
9	-12	137		-43	-136	64		3098
9	-13	131		-225	-95	43		3112
5	-11	126		-202	-48	11		3126
2	-7	128		-57	43	-46		3141
3	-1	131		-8	62	-82		3154
6	1	132		-1	90	-175		3168
9	6	134		-66	135	-214		3183
8	9	137		-125	176	-242		3197
5	12	143		-90	207	-254		3211
-2	12	156		-65	183	-224		3226
-5	8	157		-129	55	-110		3239
-5	-10	136		-180	-39	-64		3253
-2	-13	121		-181	-118	-91		3268
5	0	98		14	-144	-118		3282
7	9	93		113	-104	-120		3296
5	22	97		169	30	-47		3311
1	23	108		114	65	12		3337
-3	9	132		-362	-163	40		3352
-1	3	135		-488	-232	17		3365
5	1	132		-430	-226	-22		3379
7	5	128		-288	-165	-40		3394
7	18	126		-137	-92	-77		3408
5	21	127		-59	75	-59		3422
2	21	130		-82	140	-30		3437
-5	18	139		-179	155	56		3450
-8	15	138		-224	118	99		3464
-10	11	135		-238	49	177		3479
-11	11	134		-207	30	211		3493
-10	11	133		-170	17	246		3507
-10	10	132		-156	10	312		3522
-9	9	127		-149	3	335		3536
-5	10	127		-47	-20	356		3549
0	12	130		-36	-28	353		3564
1	13	131		-93	-35	308		3590
1	9	132		-428	-17	238		3605
0	9	130		-501	21	142		3619
-2	11	127		-493	55	101		3633
-4	12	127		-464	83	56		3648
-11	13	129		-361	116	-11		3662
-14	14	131		-267	96	-25		3675
-16	17	131		-87	-5	-68		3690
-12	24	126		-48	-64	-98		3704
-6	26	126		-72	-121	-189		3718
2	31	124		-227	-149	-232		3733
5	33	125		-249	-113	-250		3747
7	32	126		-212	89	-189		3761
6	30	128		-157	214	-133		3776
2	23	130		-83	342	-61		3789
-1	20	131		-80	323	-64		3803
-6	19	130		-81	265	-79		3818
-7	22	130		-38	117	-83		3844
-11	34	137		-8	-141	84		3859
-11	28	130		-48	-221	131		3873
-6	20	123		-12	-263	161		3887
-2	18	123		109	-200	161		3902
3	15	131		123	-122	128		3916
3	13	133		-36	37	17		3930
1	12	135		-120	94	-54		3944
-3	16	141		-172	121	-116		3958
-6	18	139		-143	102	-181		3972
-10	21	134		-87	66	-204		3987
-11	22	132		18	-58	-237		4001
-10	23	127		89	-125	-239		4015
-8	24	126		157	-198	-215		4030
-2	27	126		160	-202	-206		4044
0	28	125		127	-192	-191		4058
0	30	126		-15	-116	-162		4072
-1	28	125		-100	-49	-141		4099
-8	24	123		-182	168	-70		4113
-8	23	126		-138	175	-69		4128
-8	22	133		-22	44	-105		4142
-6	22	137		30	-53	-135		4155
-5	22	135		54	-140	-144		4170
-5	23	133		45	-131	-147		4184
-9	29	128		25	-99	-135		4198
-10	31	126		49	-31	-114		4213
-11	33	125		94	4	-75		4227
-10	36	128		180	43	14		4240
-10	36	133		160	33	64		4255
-6	26	134		86	2	136		4269
-5	21	130		-57	-1	143		4283
0	19	127		-61	11	134		4298
1	22	127		74	61	115		4311
-1	22	127		148	78	118		4325
-3	19	127		223	103	125		4352
-5	17	134		228	76	91		4366
-5	18	135		295	18	51		4381
-6	20	139		337	5	42		4395
-8	22	141		337	-7	41		4408
-9	19	139		183	-78	23		4423
-8	20	139		100	-117	-13		4437
-6	20	138		11	-136	-34		4451
-5	16	139		81	-112	-47		4466
-4	17	140		232	-41	-53		4480
-5	19	144		394	16	-36		4493
-6	19	147		312	57	-13		4508
-8	15	146		110	71	-3		4522
-8	14	145		114	41	8		4536
-3	13	145		267	-20	30		4551
-2	15	146		306	-41	31		4564
-2	16	147		304	-48	38		4578
-1	20	147		241	-52	58		4593
1	19	148		200	-48	74		4619
-2	10	153		-31	-70	48		4634
-3	8	146		-58	-94	26		4648
-3	10	145		23	-113	-3		4662
1	11	145		87	-105	-29		4676
-1	8	146		207	-103	-57		4690
-1	12	147		248	-116	-63		4704
-1	21	145		227	-128	-46		4719
-3	22	146		8	-124	-2		4733
-3	13	148		-94	-124	7		4747
-2	11	148		-141	-144	-16		4762
0	11	143		-87	-152	-10		4775
0	13	145		0	-120	32		4789
1	16	146		93	-110	64		4804
-1	14	145		97	-113	89		4818
-2	12	142		151	-154	112		4832
-2	14	137		237	-174	121		4847
1	17	137		306	-171	191		4873
4	20	139		53	-109	245		4888
1	14	138		-277	-57	245		4902
0	11	138		-354	-40	250		4915
-1	9	138		-333	14	280		4930
3	10	138		-138	40	288		4944
6	11	138		-53	70	278		4958
5	11	139		5	167	246		4972
2	10	139		-10	213	224		4986
-1	9	136		-9	270	189		5000
0	8	135		-18	273	183		5015
-1	8	132		-52	259	177		5029
-4	7	128		-53	191	132		5042
-2	6	128		-44	183	109		5057
-2	3	130		-39	206	77		5071
-5	2	130		3	218	61		5085
-3	3	129		42	222	58		5099
1	11	130		70	200	61		5113
4	12	126		53	180	64		5140
-1	10	123		99	88	67		5154
-2	14	120		166	39	84		5168
0	13	119		307	-45	176		5183
-1	9	123		330	-102	213		5197
1	9	122		148	-228	243		5210
1	5	117		45	-290	243		5225
1	3	115		21	-354	227		5239
2	3	110		84	-439	177		5253
5	5	111		70	-422	142		5267
4	6	114		-86	-335	27		5281
5	11	115		-164	-307	-14		5295
6	12	116		-229	-276	-26		5310
7	13	118		-283	-231	8		5324
8	14	120		-282	-214	41		5338
9	17	119		-211	-211	127		5353
10	17	118		-184	-205	170		5366
13	14	122		-187	-175	177		5380
16	13	126		-257	-166	128		5408
18	9	125		-418	-109	-85		5422
15	8	126		-435	-66	-138		5437
13	5	126		-451	35	-204		5451
11	6	126		-441	72	-221		5464
13	12	123		-415	94	-219		5478
14	15	123		-404	103	-167		5493
15	17	126		-430	84	-116		5507
15	15	127		-474	25	-2		5521
14	12	130		-463	-2	45		5536
13	9	129		-445	-32	122		5550
11	3	126		-380	-82	145		5563
9	-3	126		-299	-101	147		5578
9	-5	125		-159	-129	108		5592
10	-6	127		-127	-111	83		5606
11	-5	128		-152	-57	18		5621
9	-7	126		-284	-33	-10		5635
9	-6	125		-337	17	-65		5662
10	-7	126		-314	27	-79		5676
11	-6	126		-287	38	-97		5690
11	-8	126		-217	40	-101		5705
11	-8	126		-200	53	-110		5719
10	-9	126		-224	72	-148		5732
9	-7	124		-222	74	-173		5747
8	-3	123		-199	96	-174		5761
10	-5	123		-213	99	-151		5775
10	-11	123		-207	98	-144		5790
10	-10	124		-107	78	-179		5804
11	-8	124		-72	65	-185		5818
12	-3	120		-37	35	-165		5833
16	-6	120		-9	15	-135		5846
10	-7	119		55	-77	-90		5860
13	-5	119		210	-118	-66		5875
12	-5	121		221	-149	-56		5902
12	-3	122		229	-191	-41		5916
14	1	122		236	-187	17		5930
14	4	122		257	-193	80		5944
10	2	116		307	-230	150		5959
11	1	119		381	-203	312		5973
15	-3	119		353	-160	366		5987
17	-5	118		296	-117	345		6002
11	-7	120		249	-96	304		6015
11	-8	121		274	-64	261		6029
14	-3	123		272	44	161		6044
17	-1	123		198	123	102		6058
17	1	125		73	264	6		6072
12	3	125		82	308	-24		6086
12	4	125		118	347	-28		6100
10	4	127		64	442	-24		6114
10	2	125		14	474	-26		6129
9	2	127		-3	490	-24		6142
9	2	127		-2	485	-27		6170
2	2	129		15	454	-3		6183
0	1	128		30	436	2		6197
4	-1	127		45	378	-36		6212
4	0	127		14	341	-58		6226
0	1	130		1	302	-79		6239
-1	4	129		95	230	-58		6254
-2	6	129		95	208	-27		6268
-1	5	130		-56	192	10		6282
-2	3	131		-95	171	14		6296
-4	0	129		-94	140	3		6310
-4	1	128		-51	75	-28		6324
-6	2	129		-64	55	-36		6339
-8	2	127		-123	39	-35		6352
-7	2	129		-143	53	-22		6366
-5	3	129		-170	64	22		6381
-7	1	127		-215	61	50		6395
-8	-1	127		-162	41	74		6409
-7	-1	126		-42	1	101		6438
-3	-3	127		-115	87	70		6452
-4	-2	127		-135	115	64		6467
-4	-1	126		-136	135	52		6481
-4	1	125		-76	126	63		6494
-4	0	125		-63	112	79		6509
-6	-4	130		-61	117	74		6523
-6	-6	131		-73	134	62		6537
0	-7	131		-85	137	6		6551
0	-8	129		-131	104	-25		6565
1	-7	129		-139	65	-62		6579
-3	-3	131		-7	-14	-94		6594
-6	0	131		80	-33	-80		6608
-6	-1	129		82	37	-47		6621
-8	-3	129		-78	101	-42		6636
-10	-6	127		-104	154	-47		6650
-11	-3	127		-53	243	-72		6664
-12	0	126		-53	292	-72		6679
-11	-3	126		-95	381	-55		6705
-3	-6	132		-168	424	-70		6720
-3	-8	131		-180	369	-91		6734
-4	-7	127		-65	243	-115		6748
-6	-6	128		117	1	-88		6763
-5	-3	127		126	-76	-65		6777
-5	-2	126		84	-122	-48		6791
-6	1	122		-14	-162	-31		6805
-6	0	122		-18	-173	-21		6819
-8	0	123		-88	-178	3		6833
-13	-2	119		-143	-175	0		6848
-15	-4	118		-156	-128	7		6862
-15	-8	118		-137	-100	8		6876
-11	-10	119		-152	-65	6		6891
-7	-7	120		-138	-24	-48		6904
-8	-5	121		-113	6	-77		6918
-10	-6	122		-80	117	-103		6933
-8	-4	122		-72	161	-101		6960
-8	-6	124		-68	263	-99		6974
-7	-8	124		-58	295	-105		6988
-11	-6	125		-79	361	-132		7002
-14	-8	125		-110	404	-137		7017
-9	-9	124		-128	434	-135		7031
-4	-8	124		-99	399	-123		7045
-6	-8	125		-35	344	-97		7060
-9	-10	125		100	214	-46		7074
-13	-11	120		161	145	-29		7088
-11	-11	118		214	-12	11		7103
-9	-13	121		272	-56	18		7116
-3	-17	130		274	-85	34		7130
-3	-16	130		241	-158	22		7145
-4	-8	127		242	-198	3		7159
-3	-5	127		182	-220	-5		7173
-16	2	120		158	-227	19		7200
-11	-5	120		-63	-135	175		7214
-8	-14	124		-91	-112	194		7229
-9	-13	124		-48	-96	151		7243
-13	-9	124		-33	-60	124		7257
-15	-8	124		-41	-14	87		7272
-13	-10	125		-26	80	58		7286
-9	-13	128		-29	125	41		7300
-6	-13	129		-60	183	-40		7313
-4	-10	129		-63	184	-75		7328
-8	-2	128		-46	105	-99		7342
-11	-3	128		-6	70	-82		7357
-11	-2	127		-26	53	-54		7371
-11	-5	128		-45	10	21		7385
-10	-5	127		-11	-29	53		7398
-8	-4	128		-31	-74	98		7413
-9	-5	131		-48	-79	113		7427
-8	-4	129		-47	-82	130		7455
-11	-11	128		-87	-54	167		7469
-12	-13	128		-107	-47	125		7482
-13	-14	128		-67	-43	100		7497
-14	-14	127		-72	-45	79		7511
-14	-13	126		-60	-64	49		7525
-13	-11	125		-52	-65	39		7540
-10	-12	128		-57	-29	44		7554
-6	-13	127		-63	-11	27		7568
-6	-10	127		-56	20	-2		7583
-12	-8	124		-40	26	-6		7596
-15	-7	123		-32	32	4		7610
-13	-9	124		-43	40	31		7625
-11	-9	126		-37	36	41		7639
-10	-9	127		-12	22	29		7653
-14	-5	128		-23	24	16		7667
-16	-5	126		-42	29	7		7681
-14	-9	125		-62	47	6		7709
-14	-9	125		-58	40	-30		7722
-13	-9	124		-9	7	-30		7736
-12	-9	124		7	-1	-21		7751
-14	-8	124		-1	13	-6		7765
-16	-7	124		-2	36	1		7778
-18	-10	124		-10	83	24		7793
-15	-13	125		-34	104	24		7807
-13	-13	126		-32	121	14		7821
-14	-13	127		-2	137	-36		7836
-19	-12	125		2	144	-52		7850
-18	-11	124		-16	131	-64		7864
-18	-11	125		-14	116	-59		7879
-14	-13	128		-6	95	-69		7892
-12	-10	130		2	45	-71		7906
-13	-7	129		3	8	-64		7921
-15	-5	127		19	-73	-25		7935
-19	-1	125		33	-104	-1		7949
-15	-6	127		-23	-77	75		7976
-14	-7	127		-42	-65	88		7990
-13	-6	127		-16	-53	93		8005
